formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom)
SmCoSi3,5,Sm1 Co1 Si3,5.57469554,5.57469554,5.57469554,137.0459383,137.0459383,62.36737665,tet,I4mm,0.0,-6.248741426,-0.623150037,0.0,6.133592956,0.0,False,79.47229952
SmCrO3,20,Sm1 Cr1 O3,5.35209304,5.54722294,7.65437822,90.0,90.0,90.0,ortho,Pnma,12.0000004,-9.014175284,-3.17107196,0.0,7.317368916,2.4802,False,227.2527737
SmCuO3,20,Sm1 Cu1 O3,5.28006365,6.29098458,7.09825327,90.0,90.0,90.0,ortho,Pnma,0.0,-7.144436471,-2.412101307,0.0,7.378061688,0.1218,False,235.7812521
SmFeO3,20,Sm1 Fe1 O3,5.388497242,5.6492765,7.715669676,89.99959882,90.00374659,89.99995895,ortho,Pnma,20.008487,-8.410301702,-2.80380363,0.0,7.188793033,1.545,True,234.8735553
SmGa3Ag,5,Sm1 Ga3 Ag1,4.22360167,4.22360167,6.19404599,70.06581825,70.06581825,90.0,tet,I-4m2,8e-07,-17.61057521,-0.527149345,0.0,8.017708138,0.0,False,96.80214057
SmGa3Au,5,Sm1 Ga3 Au1,4.244801622,4.244801622,6.201054685,70.12005672,70.12005672,90.19452555,tet,I4mm,2e-07,-3.994930242,-0.579579002,0.0,9.437745938,0.0,False,97.91348896
SmGa3Cu,5,Sm1 Ga3 Cu1,6.040623355,6.040623355,6.040623355,140.1615011,140.1615011,57.60816426,tet,I-4m2,0.0,-15.54830319,-0.566693558,0.0,7.834106191,0.0,False,89.67616069
SmGa3Pd,5,Sm1 Ga3 Pd1,6.12812203,6.12812203,6.12812203,140.2990542,140.2990542,57.39950779,tet,I-4m2,0.0,-4.475526392,-0.67897519,0.0,8.310406804,0.0,False,93.10332644
SmLuSe3,20,Sm1 Lu1 Se3,4.07736948,11.48893361,11.77183871,71.12824409,90.0,90.0,mono,P2_1/m,0.0,-24.324468,-2.174970956,0.0,7.156450734,0.7935,True,521.8042975
SmMnO3,20,Sm1 Mn1 O3,5.35857691,5.63273957,7.66998512,90.0,90.0,90.0,ortho,Pnma,16.000001,-8.736108126,-2.991211238,0.0,7.267318239,0.2744,False,231.506752
SmNiGe3,10,Sm1 Ni1 Ge3,4.13327889,4.10147712,10.99297637,100.7515009,90.0,90.0,ortho,Cmmm,0.0,-5.471417503,-0.597856227,0.0,7.744995016,0.0,False,183.0875319
SmNiO3,20,Sm1 Ni1 O3,5.28682054,5.4497859,7.53088649,90.0002162,90.00051183,89.99971112,ortho,Pnma,3.9999879,-7.521469401,-2.452948235,0.0,7.868814167,0.0,False,216.980203
SmNiSb3,60,Sm1 Ni1 Sb3,6.22180732,12.58594006,18.27256432,90.0,90.0,90.0,ortho,Pbcm,0.0,-5.2940557,-0.716910393,0.0,7.998208121,0.0,False,1430.875066
SmRh3C,5,Sm1 Rh3 C1,4.18469494,4.18469494,4.18469494,90.0,90.0,90.0,cubic,Pm-3m,1e-07,-7.640704826,-0.432669778,0.0,10.67478139,0.0,False,73.28100412
SmRhO3,20,Sm1 Rh1 O3,5.29624651,5.8243809,7.70683536,90.0,90.0,90.0,ortho,Pnma,1e-07,-7.914245706,-2.528890302,0.0,8.41708772,0.7331,True,237.7355018
SmScO3,20,Sm1 Sc1 O3,5.52626673,5.78431658,7.97599084,90.0,90.0,90.0,ortho,Pnma,0.0,-9.10025211,-3.921264459,0.0,6.338811596,4.3669,True,254.9579411
SmScS3,20,Sm1 Sc1 S3,6.45689741,7.10807002,9.55313825,90.0,90.0,90.0,ortho,Pnma,0.0,-6.990475791,-2.297249002,0.0,4.416134161,1.8487,True,438.4515869
SmSi3Ir,5,Sm1 Si3 Ir1,4.21883581,4.21883581,5.737766188,111.5699773,111.5699773,90.0,tet,I4mm,0.0,-22.54330163,-0.860587321,0.0,8.124779907,0.0,False,87.23604944
SmSi3Os,5,Sm1 Si3 Os1,5.785105782,5.785105782,5.785105782,137.2923788,137.2923788,61.98850036,tet,I4mm,1e-07,-22.47132543,-0.663436041,0.0,8.014784803,0.0,False,88.02160356
SmSi3Rh,5,Sm1 Si3 Rh1,5.722168259,5.722168259,5.722168259,136.9642062,136.9642062,62.49312768,tet,I4mm,0.0,-6.467183284,-0.795413665,0.0,6.501788714,0.0,False,86.20219627
SmSiPt3,5,Sm1 Si1 Pt3,4.06509942,4.06509942,5.46109093,90.0,90.0,90.0,tet,P4mm,1e-07,-6.73706417,-1.065603345,0.0,14.05234214,0.0,False,90.24470944
SmSn3Ru,40,Sm1 Sn3 Ru1,9.71524129,9.71521403,9.71522583,89.999954,90.00010415,90.00009926,cubic,Pm-3n,2.2e-06,-5.670209944,-0.465869096,0.0,8.801757391,0.0,False,916.9778901
SmVO3,20,Sm1 V1 O3,5.36908064,5.69279481,7.64646575,90.0,90.0,90.0,ortho,Pnma,7.9999985,-8.979006154,-3.24973111,0.0,7.085078066,1.5136,True,233.7147946
SnGeS3,20,Sn1 Ge1 S3,10.73326962,6.844584747,7.536298494,73.92042028,90.0,90.0,mono,P2_1/c,0.0,-4.893827237,-0.684291554,0.0,3.590124056,1.6591,False,531.9924308
SnPS3,20,Sn1 P1 S3,7.57141576,6.596566975,11.85949965,56.10713323,90.0,90.0,mono,Pc,0.0,-11.97731395,-0.406662479,0.0,3.321603737,2.1301,False,491.6797093
Sr3AsN,5,Sr3 As1 N1,5.09566939,5.09566939,5.09566939,90.0,90.0,90.0,cubic,Pm-3m,0.0,-14.90671197,-1.052059,0.0,4.414959865,0.4218,True,132.3133694
Sr3BiN,5,Sr3 Bi1 N1,5.23493993,5.23493993,5.23493993,90.0,90.0,90.0,cubic,Pm-3m,0.0,-23.6565672,-1.042965677,0.0,5.623589411,0.2569,True,143.4614142
Sr3GeO,20,Sr3 Ge1 O1,7.16585385,7.13911044,10.12552174,90.0,90.0,90.0,ortho,Pnma,0.0,-4.488673587,-1.559018961,0.0,4.507172913,0.3188,True,517.9996392
Sr3PN,5,Sr3 P1 N1,5.05920313,5.05920313,5.05920313,90.0,90.0,90.0,cubic,Pm-3m,0.0,-13.66628144,-0.952719401,0.0,3.947557356,0.5197,True,129.4930174
Sr3PbO,5,Sr3 Pb1 O1,5.17250966,5.17250966,5.17250966,90.0,90.0,90.0,cubic,Pm-3m,7e-07,-4.333599782,-1.586021313,0.0,5.832228257,0.0,False,138.3897521
Sr3SbN,5,Sr3 Sb1 N1,5.19496514,5.19496514,5.19496514,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.536857728,-1.027945077,0.0,4.72136492,0.2577,True,140.1999675
Sr3SiO,20,Sr3 Si1 O1,7.15066135,7.13016274,10.10705953,90.0,90.0,90.0,ortho,Pnma,0.0,-4.533977228,-1.443864567,0.0,3.956389439,0.4234,True,515.312262
Sr3SnO,5,Sr3 Sn1 O1,5.1518472,5.1518472,5.1518472,90.0,90.0,90.0,cubic,Pm-3m,3e-07,-4.449498488,-1.642535062,0.0,4.828065205,0.0,False,136.7379048
SrAl3Ag,5,Sr1 Al3 Ag1,4.311460145,4.311459145,6.586643958,70.93354534,70.93354555,90.09816396,tet,I4mm,0.0,-11.63681832,-0.297251677,0.0,4.228205136,0.0,False,108.5632024
SrBiO3,20,Sr1 Bi1 O3,5.954964347,6.14411663,8.505410727,90.0,90.0347993,90.0,mono,P2_1/c,0.0,-6.345887718,-2.260618635,0.0,7.355103194,0.3106,False,311.1958718
SrBiSe3,80,Sr1 Bi1 Se3,4.267801,16.126631,33.812572,90.0,90.0,90.0,ortho,P2_12_12_1,0.0153483,-4.509666121,-1.295626754,0.0,6.09062038,0.7976,True,2327.158786
SrCO3,20,Sr1 C1 O3,5.11695695,5.98602397,8.43766419,90.0,90.0,90.0,ortho,Pnma,0.0,-7.852421028,-2.699425708,0.0,3.794093427,4.4416,False,258.4475691
SrFeO3,5,Sr1 Fe1 O3,3.82881691,3.82881275,3.82881172,90.0,90.0,90.0,cubic,Pm-3m,3.8837813,-7.22424936,-2.222982897,0.0,5.664240347,0.0,False,56.12970212
SrGa3Pd,10,Sr1 Ga3 Pd1,6.121312696,6.121312696,6.01136307,90.0,90.0,116.5573363,ortho,Cmcm,0.0,-3.805619848,-0.614300255,0.0,6.646193691,0.0,False,201.4820295
SrGe3Ir,5,Sr1 Ge3 Ir1,5.964663145,5.964663145,5.964663145,135.8896506,135.8896506,64.15098324,tet,I4mm,0.0,-22.40561651,-0.581427054,0.0,8.150196949,0.0,False,101.4141068
SrGe3Pd,5,Sr1 Ge3 Pd1,6.042452392,6.042452392,6.042452392,136.4648803,136.4648803,63.2624361,tet,I4mm,0.0,-4.70062116,-0.552342467,0.0,6.620209163,0.0,False,103.3314291
SrGe3Pt,5,Sr1 Ge3 Pt1,5.982998347,5.982998347,5.982998347,135.6832405,135.6832405,64.47043235,tet,I4mm,0.0,-22.30792609,-0.65806395,0.0,8.064414755,0.0,False,103.0832038
SrGeAu3,10,Sr1 Ge1 Au3,6.28212474,6.28212474,5.60321956,90.0,90.0,90.0,tet,P4/nmm,2e-07,-36.71366129,-0.559157474,0.0,11.28133836,0.0,False,221.1315712
SrGeO3,30,Sr1 Ge1 O3,7.260790343,7.260790343,11.2875638,71.65165741,71.65165741,60.11372609,mono,C2/c,0.0,-6.974983127,-2.743115335,0.0,4.317347515,3.4179,False,480.6018638
SrH3Pd,5,Sr1 H3 Pd1,3.82819304,3.82819304,3.82819304,90.0,90.0,90.0,cubic,Pm-3m,2.1e-05,-3.926642214,-0.515080371,0.0,5.832765368,0.0,False,56.10240616
SrHfO3,20,Sr1 Hf1 O3,5.76053461,5.77701466,8.14070902,90.0,90.0,90.0,ortho,Pnma,0.0,-9.111064951,-3.812364924,0.0,7.701226052,4.1704,False,270.9121554
SrHfS3,20,Sr1 Hf1 S3,6.72976646,7.0820188,9.74143735,90.0,90.0,90.0,ortho,Pnma,0.0,-18.95437855,-2.073963812,0.0,5.18326372,1.4956,True,464.280144
SrIn3Au,5,Sr1 In3 Au1,7.046929711,7.046929711,7.046929711,141.8993837,141.8993837,54.98038974,tet,I4mm,0.0,-3.062882236,-0.414115972,0.0,7.895956262,0.0,False,132.2887823
SrMnO3,20,Sr1 Mn1 O3,5.533027768,5.533027768,9.289115,90.0,90.0,119.7819216,ortho,C222_1,0.0,-7.638949657,-2.499284377,0.0,5.128040299,0.0,False,246.8202828
SrMoO3,10,Sr1 Mo1 O3,5.732841561,5.742741993,5.805785386,60.02558061,59.70750324,60.16030212,mono,C2/m,4.0000009,-8.073330959,-2.596938716,0.0,5.69466884,1.3088,False,135.0425979
SrNiSn3,5,Sr1 Ni1 Sn3,4.744507337,4.744506944,6.40833773,111.7268593,111.7268626,90.00001473,tet,I4mm,0.0,-4.335368846,-0.435112779,0.0,6.788303555,0.0,False,122.9065388
SrPS3,20,Sr1 P1 S3,6.730717369,7.62497267,9.452381469,90.0,91.67487174,90.0,mono,P2_1/c,0.0,-10.9590146,-1.308467669,0.0,2.942153579,3.1224,True,484.9034842
SrPSe3,20,Sr1 P1 Se3,7.06898753,7.86156988,9.87071049,90.0,91.60285197,90.0,mono,P2_1/c,0.0,-14.54462206,-1.128138446,0.0,4.305976869,2.1432,True,548.3337109
SrPbO3,20,Sr1 Pb1 O3,5.88572476,6.02726206,8.3694263,90.0,90.0,90.0,ortho,Pnma,0.0,-6.20534223,-2.155550595,0.0,7.669326838,0.7941,False,296.9037705
SrReN3,20,Sr1 Re1 N3,7.578341342,7.578341342,6.188359917,78.22025713,78.22025713,86.9870866,mono,C2/c,0.0,-8.557245887,-0.72617078,0.0,6.159965565,1.9969,False,340.5710263
SrRuO3,20,Sr1 Ru1 O3,5.5432724,5.57521296,7.87656975,90.0,90.0,90.0,ortho,Pnma,8.0012349,-7.352754366,-2.190611637,0.0,6.458339792,0.0,False,243.4247905
SrSbSe3,80,Sr1 Sb1 Se3,4.210294,15.852011,33.670018,90.0,90.0,90.0,ortho,P2_12_12_1,0.0443251,-4.505314723,-1.24348197,0.0,5.276147212,0.3581,False,2247.191776
SrSeO3,10,Sr1 Se1 O3,4.464503016,5.48280168,6.553714734,90.0,107.2429275,90.0,mono,P2_1/m,0.0,-6.32210198,-2.315657463,0.0,4.651279267,3.7027,False,153.2118213
SrSi3Ni,5,Sr1 Si3 Ni1,5.71175116,5.71175116,5.71175116,137.1550889,137.1550889,62.19951541,tet,I4mm,0.0,-11.12407731,-0.434342905,0.0,4.496896688,0.0,False,85.14101014
SrSiO3,30,Sr1 Si1 O3,7.136260513,7.136260513,10.9044951,71.42083431,71.42083431,60.1595747,mono,C2/c,0.0,-7.8335523,-3.441226473,0.0,3.641838873,4.6251,False,447.8557103
SrSn3Pd,5,Sr1 Sn3 Pd1,4.805384472,4.805384472,6.644368713,111.1851596,111.18516,89.98720191,tet,I4mm,0.0,-4.359321092,-0.579115999,0.0,6.927141915,0.0,False,131.8839414
SrSnO3,20,Sr1 Sn1 O3,5.73820206,5.72649997,8.10161313,90.0,90.0,90.0,ortho,Pnma,0.0,-6.74653523,-2.637358638,0.0,6.345516909,1.7365,False,266.2174999
SrSnS3,20,Sr1 Sn1 S3,3.89318425,8.30673434,14.2045019,90.0,90.0,90.0,ortho,Pnma,0.0,-14.06757103,-1.268202613,0.0,4.37430509,0.8336,False,459.3685815
SrTcN3,20,Sr1 Tc1 N3,6.088211309,7.525325655,7.525326328,92.2073988,101.0072062,78.99280676,mono,C2/c,0.0,-14.28376822,-0.58445319,0.0,4.551416369,1.5818,False,332.2089201
SrTcO3,20,Sr1 Tc1 O3,5.61607528,5.54823333,7.97698419,90.0,89.999889,89.99998129,ortho,Pnma,3.23e-05,-7.83435855,-2.45496854,0.0,6.24294334,0.0,False,248.557212
SrTeO3,20,Sr1 Te1 O3,7.23965219,6.791806534,8.679399906,53.49735093,90.0,90.0,mono,P2_1/c,0.0,-6.316948715,-2.381025315,0.0,5.096457796,3.6116,False,343.0493269
SrTiO3,10,Sr1 Ti1 O3,5.522329701,5.522329559,5.534898479,119.9249071,119.9249046,89.99999866,tet,I4/mcm,0.0,-8.438022916,-3.551662292,0.0,5.093987782,1.8488,False,119.625078
SrWN3,10,Sr1 W1 N3,3.674235249,6.354455054,6.648418908,110.0319125,96.44294237,91.02012007,tri,P1,0.0,-19.6064519,-0.826510407,0.0,7.197288499,1.1076,False,144.650573
SrZnIn3,5,Sr1 Zn1 In3,6.88777684,6.88777684,6.88777684,140.7312535,140.7312535,56.74465947,tet,I4mm,0.0,-2.536667262,-0.290728676,0.0,6.361886939,0.0,False,129.849833
SrZrO3,20,Sr1 Zr1 O3,5.79524115,5.8442896,8.21457412,90.0,90.0,90.0,ortho,Pnma,0.0,-8.678461176,-3.661658829,0.0,5.41557589,3.6122,False,278.219966
SrZrS3,20,Sr1 Zr1 S3,3.84019975,8.58682343,13.99646858,90.0,90.0,90.0,ortho,Pnma,0.0,-6.614669119,-2.083627635,0.0,3.958207414,0.5512,True,461.5351917
TaAgS3,10,Ta1 Ag1 S3,3.39027577,7.248142956,7.78929486,90.0,90.0,103.5251461,ortho,Cmcm,1e-07,-6.379952065,-0.95496328,0.0,6.870790229,0.0,False,186.0996823
TaCl3O,20,Ta1 Cl3 O1,3.80935944,11.22580866,11.22580866,90.0,90.0,90.0,tet,P4_2/mnm,0.0,-6.754344862,-2.282245156,0.0,4.196654989,3.0691,False,480.0508295
TaCuS3,20,Ta1 Cu1 S3,3.51188539,9.52958893,11.89053138,90.0,90.0,90.0,ortho,Pnma,0.0,-6.740789458,-1.064546875,0.0,5.686581691,0.418,False,397.9383226
TaTlO3,40,Ta1 Tl1 O3,7.54030697,7.54030697,13.0620291,72.93415426,72.93415426,60.01921597,mono,C2/c,0.0,-8.500544169,-2.684087634,0.0,9.511450247,0.9801,False,605.2161094
Tb3AlC,5,Tb3 Al1 C1,4.90293061,4.90293061,4.90293061,90.0,90.0,90.0,cubic,Pm-3m,1.1e-06,-5.732286696,-0.354720257,0.0,7.26668766,0.0,False,117.8602181
Tb3AlN,5,Tb3 Al1 N1,4.78290322,4.78290322,4.78290322,90.0,90.0,90.0,cubic,Pm-3m,2.02e-05,-22.9815785,-1.073548212,0.0,7.857898427,0.0,False,109.4144747
Tb3GaC,5,Tb3 Ga1 C1,4.87141646,4.87141646,4.87141646,90.0,90.0,90.0,cubic,Pm-3m,7.6e-06,-5.648534098,-0.414463621,0.0,8.022580413,0.0,False,115.6021144
Tb3InN,5,Tb3 In1 N1,4.82578461,4.82578461,4.82578461,90.0,90.0,90.0,cubic,Pm-3m,2.06e-05,-26.26768772,-1.190359024,0.0,8.948117939,0.0,False,112.3838232
TbBO3,10,Tb1 B1 O3,3.889950755,4.323501719,8.52708142,90.0,90.0,56.29794858,ortho,Ama2,0.0,-8.699016827,-3.466789145,0.0,6.060902319,4.4297,False,119.3078876
TbBRh3,5,Tb1 B1 Rh3,4.17922594,4.17922594,4.17922594,90.0,90.0,90.0,cubic,Pm-3m,0.000696,-7.467043082,-0.785007281,0.0,10.88430469,0.0,False,72.99406546
TbCoO3,20,Tb1 Co1 O3,5.14811318,5.40980175,7.38391903,90.0,90.0,90.0,ortho,Pnma,0.0,-7.945187599,-2.622154928,0.0,8.586979183,1.4209,False,205.6441511
TbCoSi3,5,Tb1 Co1 Si3,5.538946428,5.538946428,5.538946428,137.2248588,137.2248588,62.09226193,tet,I4mm,0.0,-6.232843386,-0.623396499,0.0,6.477585593,0.0,False,77.44765818
TbCrO3,20,Tb1 Cr1 O3,5.25593727,5.54415288,7.56498891,90.0,90.0,90.0,ortho,Pnma,12.000001,-9.041607084,-3.214648262,0.0,7.801541691,2.4854,False,220.4416568
TbGa3Os,15,Tb1 Ga3 Os1,6.3953521,6.3953521,6.3953521,90.0,90.0,90.0,cubic,Pm-3m,0.0304491,-24.27440901,-0.566410836,0.0,10.63318921,0.0,False,261.5732807
TbGa3Ru,15,Tb1 Ga3 Ru1,6.39180224,6.39180224,6.39180224,90.0,90.0,90.0,cubic,Pm-3m,1.7e-06,-5.186435589,-0.587124742,0.0,8.950048066,0.0,False,261.137949
TbMnO3,20,Tb1 Mn1 O3,5.27122738,5.63501917,7.56732549,90.0,90.0,90.0,ortho,Pnma,16.0000011,-8.759369313,-3.030616926,0.0,7.738046496,0.4016,True,224.7758055
TbNiGe3,10,Tb1 Ni1 Ge3,10.945902,10.945902,4.08739182,90.0,90.0,158.5809895,ortho,Cmmm,0.0,-5.437124338,-0.579707564,0.0,8.08803023,0.0,False,178.8393685
TbNiO3,20,Tb1 Ni1 O3,5.17983298,5.49717878,7.4119376,90.0,90.0,90.0,ortho,Pnma,3.9999988,-7.545764436,-2.493387772,0.0,8.359446104,0.0,False,211.0509796
TbRh3C,5,Tb1 Rh3 C1,4.15536456,4.15536456,4.15536456,90.0,90.0,90.0,cubic,Pm-3m,9e-07,-7.684119586,-0.492229041,0.0,11.1006513,0.0,False,71.75090685
TbRhO3,20,Tb1 Rh1 O3,5.22941294,5.77580762,7.6000779,90.0,90.0,90.0,ortho,Pnma,0.0,-7.944981087,-2.575770185,0.0,8.964942819,0.8749,True,229.5533845
TbScS3,20,Tb1 Sc1 S3,6.38954675,7.02160892,9.52792106,90.0,90.0,90.0,ortho,Pnma,0.0,-15.63002396,-2.284040213,0.0,4.662683004,1.7696,False,427.4692108
TbSi3Ir,5,Tb1 Si3 Ir1,5.712284971,5.712284971,5.712284971,137.0817527,137.0817527,62.31228874,tet,I4mm,1e-07,-6.74522519,-0.794774811,0.0,8.466783583,0.0,False,85.39214365
TbSi3Rh,5,Tb1 Si3 Rh1,5.695664669,5.695664669,5.695664669,137.1768873,137.1768873,62.16600216,tet,I4mm,1e-07,-6.43406754,-0.778442423,0.0,6.81263744,0.0,False,84.35669302
TbVO3,20,Tb1 V1 O3,5.27539823,5.67600385,7.56295853,90.0,90.0,90.0,ortho,Pnma,7.9999998,-9.004759297,-3.291628755,0.0,7.563310372,1.4396,True,226.4590336
TeHO3,40,Te1 H1 O3,4.74930327,8.0353211,12.07919741,90.0,90.0,90.0,ortho,Pna2_1,0.0,-5.660514848,-1.384043779,0.0,5.089482964,2.2733,False,460.9684669
TePbO3,60,Te1 Pb1 O3,4.60105577,13.51009858,18.02331347,106.7912857,90.0,99.80422101,mono,C2/c,4.7e-06,-5.890857966,-1.55089077,0.0,7.22692361,3.2104,True,1055.472121
ThBRh3,5,Th1 B1 Rh3,4.25609694,4.25609694,4.25609694,90.0,90.0,90.0,cubic,Pm-3m,9e-07,-31.57255468,-0.926494236,0.0,11.87987045,0.0,False,77.09647711
ThCoSi3,5,Th1 Co1 Si3,5.56104404,5.56104404,5.56104404,136.1095471,136.1095471,63.8110191,tet,I4mm,0.0,-23.24445169,-0.638294277,0.0,7.639325964,0.0,False,81.56221491
ThMnSe3,10,Th1 Mn1 Se3,4.05246582,6.713776663,9.3467944,90.0,90.0,107.5658875,ortho,Cmcm,9.9968154,-27.83508714,-1.616431631,0.0,7.17596716,0.0,False,242.4435642
ThRu3C,5,Th1 Ru3 C1,4.21281975,4.21281975,4.21281975,90.0,90.0,90.0,cubic,Pm-3m,5.22e-05,-9.182912182,-0.289765909,0.0,12.15411066,0.0,False,74.76849404
ThSi3Ir,5,Th1 Si3 Ir1,5.717121974,5.717121974,5.717121974,136.1238734,136.1238734,63.78888306,tet,I4mm,1e-07,-31.29310327,-0.861921389,0.0,9.532677268,0.0,False,88.57986979
ThSi3Os,5,Th1 Si3 Os1,5.810960072,5.810960072,5.810960072,137.1887308,137.1887308,62.1477952,tet,I4mm,0.0,-31.25968775,-0.703330793,0.0,9.393057979,0.0,False,89.54526012
ThSi3Rh,5,Th1 Si3 Rh1,5.688169812,5.688169812,5.688169812,135.9366298,135.9366298,64.07832177,tet,I4mm,0.0,-25.61707851,-0.830521597,0.0,7.927187976,0.0,False,87.81147595
ThSi3Ru,5,Th1 Si3 Ru1,5.785703975,5.785703975,5.785703975,137.1300871,137.1300871,62.23795769,tet,I4mm,0.0,-25.79152906,-0.747310814,0.0,7.824743972,0.0,False,88.57160814
ThTaN3,20,Th1 Ta1 N3,5.67700396,5.74887351,8.05416669,90.0,90.0,90.0,ortho,Pnma,0.0,-31.62955218,-1.738882807,0.0,11.49750711,0.3495,True,262.858826
Ti3AlC,5,Ti3 Al1 C1,4.16993733,4.16993733,4.16993733,90.0,90.0,90.0,cubic,Pm-3m,1.39e-05,-7.924206462,-0.592062987,0.0,4.18162617,0.0,False,72.50844376
Ti3InC,5,Ti3 In1 C1,4.23556108,4.23556108,4.23556108,90.0,90.0,90.0,cubic,Pm-3m,8.51e-05,-7.677729004,-0.542865947,0.0,5.909770787,0.0,False,75.98587116
Ti3PdO,10,Ti3 Pd1 O1,5.676575204,5.853615169,5.676613023,61.00745447,89.98503713,118.9921631,tet,I4/mcm,2.7472108,-8.217818204,-1.454954431,0.0,6.433494069,0.0,False,137.3242167
La3TlC,5,La3 Tl1 C1,5.24077264,5.24077264,5.24077264,90.0,90.0,90.0,cubic,Pm-3m,4.7e-06,-5.571156512,-0.289524727,0.0,7.303694422,0.0,False,143.9414779
LaAl3Au,5,La1 Al3 Au1,6.272133772,6.272133772,6.272133772,139.2942875,139.2942875,58.92640679,tet,I4mm,3e-07,-4.54990877,-0.660585451,0.0,6.658445001,0.0,False,103.9492462
LaAl3Cu,5,La1 Al3 Cu1,6.132876207,6.132876207,6.132876207,139.1565836,139.1565836,59.13617398,tet,I4mm,1.77e-05,-12.67743179,-0.519857547,0.0,4.816332685,0.0,False,97.70717735
LaAlO3,10,La1 Al1 O3,5.355289105,5.355289105,5.355289105,90.19529289,119.7749816,119.9997686,ortho,Imma,2.09e-05,-8.427559753,-3.722466563,0.0,6.529684686,3.7121,False,108.784654
LaAsO3,10,La1 As1 O3,5.32325283,4.43439964,6.222333267,74.4633155,90.0,90.0,mono,P2_1/m,0.0,-7.753694633,-2.863692103,0.0,6.144579314,2.693,False,141.5137041
LaAuO3,20,La1 Au1 O3,4.03934509,5.70785039,13.10108913,90.0,90.0,90.0,ortho,Pbcm,0.0,-6.92562754,-2.314873116,0.0,8.441168934,1.7977,False,302.0584155
LaBO3,20,La1 B1 O3,5.12056909,5.8479603,8.25010439,90.0,90.0,90.0,ortho,Pnma,0.0,-8.813001928,-3.52114555,0.0,5.315766468,4.5007,False,247.0484251
LaBRh3,5,La1 B1 Rh3,4.26187973,4.26187973,4.26187973,90.0,90.0,90.0,cubic,Pm-3m,0.6599832,-7.439526698,-0.697862201,0.0,9.833800019,0.0,False,77.41115893
LaCoGe3,5,La1 Co1 Ge3,4.33881559,4.338814936,5.797683737,111.9739712,111.9739748,89.99999928,tet,I4mm,1e-07,-17.50329873,-0.584309911,0.0,7.454803188,0.0,False,92.6092196
LaCoN3,10,La1 Co1 N3,4.040095203,5.727433628,7.447385271,102.4437451,89.99999409,110.6523568,mono,C2/m,0.0,-14.71429622,-0.641243549,0.0,5.076409551,0.4901,False,156.919904
LaCoO3,10,La1 Co1 O3,5.475249487,5.468355789,5.4410268,61.18310058,61.09933598,61.05012142,trig,R-3,3.9987316,-7.982587506,-2.599926138,0.0,6.914735764,0.9497,False,118.072977
LaCoSi3,5,La1 Co1 Si3,5.64866014,5.64866014,5.64866014,136.738327,136.738327,62.84091213,tet,I4mm,4e-07,-14.48730384,-0.627242814,0.0,5.603306502,0.0,False,83.59886111
LaCrGe3,10,La1 Cr1 Ge3,6.174818489,6.174819738,5.96819897,90.00001943,89.99998517,119.9995258,hex_,P6_3/mmc,4.5115273,-17.77418845,-0.487377386,0.0,6.889511273,0.0,False,197.0717984
LaCrO3,20,La1 Cr1 O3,5.50572244,5.51974573,7.78598881,90.0,90.0,90.00033228,ortho,Pnma,12.0000006,-9.083210863,-3.196623345,0.0,6.706217884,2.3706,True,236.6176631
LaCrS3,20,La1 Cr1 S3,3.81736164,7.90286332,13.17595561,90.0,90.0,90.0,ortho,Pnma,11.9997785,-7.160736413,-1.759909758,0.0,4.797413951,0.0,False,397.4933789
LaCrSe3,20,La1 Cr1 Se3,3.99881852,8.23863144,13.8322711,90.0,90.0,90.0,ortho,Pnma,11.9995472,-6.588914989,-1.573557187,0.0,6.235207302,0.0,False,455.701294
LaCuO3,10,La1 Cu1 O3,5.410692901,5.410693142,5.410692558,60.98872651,60.98872654,60.9887221,trig,R-3c,0.0002801,-7.199675158,-2.4238558,0.0,7.264223279,0.0,False,114.5012881
LaErS3,60,La1 Er1 S3,3.99160695,16.45025474,21.4033903,90.0,90.0,90.0,ortho,Pnma,2.7e-05,-6.83127434,-2.447513417,0.0,5.704815483,1.1359,True,1405.409772
LaFeGe3,5,La1 Fe1 Ge3,4.404815049,4.404815363,5.843441239,112.1419508,112.1419425,89.99999943,tet,I4mm,1.1815699,-5.98536181,-0.530339434,0.0,7.143409789,0.0,False,95.92833916
LaFeO3,10,La1 Fe1 O3,5.427511549,5.423071091,5.434553664,61.10598371,60.84843943,60.8041781,trig,R-3c,6.0000002,-8.50290807,-2.852925804,0.0,6.98296223,1.9509,False,115.4506173
LaGa3Cu,5,La1 Ga3 Cu1,6.059352814,6.059352814,6.059352814,138.9023299,138.9023299,59.52381072,tet,I-4m2,4.8e-06,-15.57668777,-0.592706955,0.0,7.181441621,0.0,False,95.17752941
LaGa3Pd,5,La1 Ga3 Pd1,6.125493243,6.125493243,6.125493243,138.8922131,138.8922131,59.53924373,tet,I-4m2,5e-07,-18.17882194,-0.772109603,0.0,7.672337676,0.0,False,98.3671281
