mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-1016826,MgIrO3,5,Mg1 Ir1 O3,3.921368,3.921368,3.921368,90.0,90.0,90.0,cubic,Pm-3m,1.0065614,-6.250591468,-1.188034026,0.783825347,False,7.284422689,0.0,False,60.29937372,172.48,16.076
mp-10700,MgNi3C,5,Mg1 Ni3 C1,3.78357767,3.78360493,3.7835918,90.0,90.0,90.0,cubic,Pm-3m,0.5675262,-5.770199084,-0.130289974,0.0,True,6.511522036,0.0,False,54.16424725,168.29,55.797
mp-1017629,MgNiH3,5,Mg1 Ni1 H3,3.31395467,3.31395467,3.31395467,90.0,90.0,90.0,cubic,Pm-3m,7e-07,-3.771069216,-0.251848014,0.005229103,False,3.924822793,0.0,False,36.39482964,109.663,26.812
mp-1016843,MgOsO3,5,Mg1 Os1 O3,3.916779,3.916779,3.916779,90.0,90.0,90.0,cubic,Pm-3m,1.1611625,-6.913052246,-1.372708154,0.648656036,False,7.255145503,0.0,False,60.08792445,174.473,12.192
mp-1016829,MgRuO3,5,Mg1 Ru1 O3,3.883346,3.883346,3.883346,90.0,90.0,90.0,cubic,Pm-3m,2.01969,-6.605691234,-1.45594012,0.633980687,False,4.91601049,0.0,False,58.56231842,161.797,43.417
mp-1016928,MgSiO3,5,Mg1 Si1 O3,3.527218,3.527218,3.527218,90.0,90.0,90.0,cubic,Pm-3m,5.4e-06,-7.143716374,-2.763782162,0.467255233,False,3.79871771,2.9292,False,43.88306027,230.404,135.037
mp-3470,MgSiO3,40,Mg1 Si1 O3,8.7965239,5.164353739,9.377797698,76.66814828,90.0,90.0,mono,P2_1/c,0.0,-7.603293569,-3.223359357,0.007678038,False,3.2170696,4.7797,True,414.5371507,97.725,67.421
mp-4321,MgSiO3,20,Mg1 Si1 O3,6.435026357,6.435026357,4.990837375,81.02678019,81.02678019,86.38327046,mono,C2/c,0.0,-7.591702607,-3.211768395,0.019269,False,3.309471564,4.5304,False,201.4815416,101.455,71.846
mp-4391,MgSiO3,10,Mg1 Si1 O3,2.716358,4.802127623,6.729538,90.0,90.0,106.4290968,ortho,Cmcm,0.0,-7.349852831,-2.969918619,0.261118776,False,3.959698966,4.6425,True,84.19799568,199.288,108.878
mp-603930,MgSiO3,20,Mg1 Si1 O3,6.659579218,6.659579218,5.307129911,73.13843529,73.13843529,81.75693793,mono,C2/c,0.0,-7.601560761,-3.221626549,0.009410846,False,3.099698644,4.5444,False,215.1168579,102.987,63.039
mp-657338,MgSiO3,80,Mg1 Si1 O3,5.437069,8.284873,19.581675,90.0,90.0,90.0,ortho,Pbca,2.93e-05,-7.477800413,-3.097866201,0.133171194,False,3.023802155,4.3843,True,882.0648952,67.946,54.694
mp-1016820,MgSnO3,5,Mg1 Sn1 O3,4.025234,4.025234,4.025234,90.0,90.0,90.0,cubic,Pm-3m,0.0004715,-5.963253124,-1.866468147,0.629874776,False,4.863389811,1.3084,False,65.21888912,154.103,69.68
mp-3771,MgTiO3,10,Mg1 Ti1 O3,5.470981294,5.470981953,5.470981814,55.07158166,55.07158285,55.07157571,trig,R-3,0.0,-8.236905655,-3.362936646,0.0,True,3.892898937,3.5295,False,102.5186191,-374898871262331.9,1420264080242408.5
mp-1017000,MgZrO3,5,Mg1 Zr1 O3,4.133326,4.133326,4.133326,90.0,90.0,90.0,cubic,Pm-3m,0.0008381,-7.840343098,-2.835932366,0.667561955,False,3.845387571,1.0257,False,70.61532785,157.164,66.663
mp-4593,Mn3AlC,5,Mn3 Al1 C1,3.96073285,3.96077457,3.96073517,90.0,90.0,90.0,cubic,Pm-3m,9.3354906,-8.283628118,-0.191570678,0.0,True,5.446724124,0.0,False,62.13431004,235.077,130.58
mp-627439,Mn3GaN,5,Mn3 Ga1 N1,3.9957991,3.99398876,3.995899051,90.00014342,89.99833657,90.00082652,cubic,Pm-3m,10.4905472,-13.36714617,-0.442840044,0.0,True,6.471830013,0.0,False,63.77125898,227.986,132.732
mp-7070,Mn3PtN,5,Mn3 Pt1 N1,3.97888141,3.97888141,3.97888141,90.0,90.0,90.0,cubic,Pm-3m,11.0533758,-8.759913956,-0.380822568,0.0,True,9.856601371,0.0,False,62.9916502,179.569,75.462
mp-2930,Mn3ZnC,5,Mn3 Zn1 C1,3.875537,3.875537,3.875537,90.0,90.0,90.0,cubic,Pm-3m,6.9852646,-7.62638847,-0.031497474,0.04248646,False,6.910162174,0.0,False,58.2097404,192.524,65.249
mp-30528,MnTlCl3,20,Mn1 Tl1 Cl3,7.04429626,7.06118299,10.04233389,90.0,90.0,90.0,ortho,Pnma,20.0000001,-4.831568948,-1.41574947,0.024392236,False,4.862515189,1.2858,True,499.516382,34.135,12.796
mp-570290,MnTlCl3,5,Mn1 Tl1 Cl3,5.069273,5.069273,5.069273,90.0,90.0,90.0,cubic,Pm-3m,5.0000036,-4.826653406,-1.410833928,0.029307778,False,4.66137105,1.1477,False,130.2677887,34.353,15.324
mp-985586,Na3BrO,5,Na3 Br1 O1,4.53313,4.53313,4.53313,90.0,90.0,90.0,cubic,Pm-3m,0.0681367,-3.737887096,-1.615873121,0.0,True,2.93902545,1.8815,True,93.15250142,31.663,21.887
mp-28602,Na3ClO,5,Na3 Cl1 O1,4.45871654,4.45871654,4.45871654,90.0,90.0,90.0,cubic,Pm-3m,0.0692935,-3.861942746,-1.697610746,0.0,True,2.255923093,2.0299,True,88.63996782,32.992,22.436
mp-976133,NaAsO3,5,Na1 As1 O3,3.719232,3.719232,3.719232,90.0,90.0,90.0,cubic,Pm-3m,0.0454476,-5.751620022,-1.580474757,0.304430912,False,4.709481155,0.0,False,51.44697091,126.053,121.985
mp-976185,NaBeO3,5,Na1 Be1 O3,3.589369,3.589369,3.589369,90.0,90.0,90.0,cubic,Pm-3m,3.0194623,-5.310983884,-1.325980552,0.459261113,False,2.872668967,0.0,False,46.24388611,109.135,30.372
mp-23054,NaBiO3,10,Na1 Bi1 O3,6.188547629,6.188547901,6.188547465,53.82550302,53.8255118,53.82551821,trig,R-3,0.0,-5.595388328,-1.580260707,0.0,True,6.48368124,1.0964,False,143.4056973,12288603.496,-1223809610.809
mp-23339,NaBrO3,20,Na1 Br1 O3,6.64015405,6.64015405,6.64015405,90.0,90.0,90.0,cubic,P2_13,0.0,-4.563571542,-0.999061476,0.0,True,3.423266817,4.4812,False,292.7753205,27.038,16.231
mp-2720358,NaClO3,20,Na1 Cl1 O3,6.67544456,6.67544456,6.67544456,90.0,90.0,90.0,cubic,P2_13,0.0,-4.690814744,-1.083986653,0.029885638,False,2.376716216,5.6459,False,297.4682238,25.827,14.452
mp-975990,NaLiO3,5,Na1 Li1 O3,3.837825,3.837825,3.837825,90.0,90.0,90.0,cubic,Pm-3m,4.0004297,-4.35389962,-0.734994288,0.469173151,False,2.289246331,0.0,False,56.52694345,49.933,13.061
mp-2955,NaMgF3,20,Na1 Mg1 F3,5.29698319,5.47126659,7.59868745,90.0,90.0,90.0,ortho,Pnma,0.0,-6.929337234,-3.508447677,0.0,True,3.145550165,6.7529,True,220.2191351,69.146,41.752
mp-560399,NaMgF3,5,Na1 Mg1 F3,3.950839,3.950839,3.950839,90.0,90.0,90.0,cubic,Pm-3m,0.0002246,-6.887689431,-3.466799875,0.041647802,False,2.808171843,5.9262,False,61.66915483,71.171,42.484
mp-976775,NaMgO3,5,Na1 Mg1 O3,4.017664,4.017664,4.017664,90.0,90.0,90.0,cubic,Pm-3m,3.0,-4.949683258,-1.386468496,0.372954516,False,2.439996011,0.0,False,64.85162171,67.537,10.716
mp-1105765,NaNbO3,20,Na1 Nb1 O3,5.562819,5.611539,7.90948,90.0,90.0,90.0,ortho,Pnma,0.0002109,-8.07698637,-2.819604603,0.025218162,False,4.409082467,1.865,False,246.902136,111.184,84.477
mp-3136,NaNbO3,5,Na1 Nb1 O3,4.009335,4.009335,4.009335,90.0,90.0,90.0,cubic,Pm-3m,0.0005892,-8.057865508,-2.800483741,0.044339024,False,4.222756529,1.5249,False,64.44912652,176.561,100.088
mp-3671,NaNbO3,40,Na1 Nb1 O3,5.5248728,5.6112517,15.54671286,90.0,90.0,90.0,ortho,Pbcm,0.0,-8.100463425,-2.843081658,0.001741107,False,4.517336614,2.3565,True,481.9706708,101.993,59.156
mp-4419,NaNbO3,10,Na1 Nb1 O3,5.573516,5.573516,4.01795,90.0,90.0,90.0,tet,P4/mbm,1.92e-05,-8.071345507,-2.81396374,0.030859025,False,4.360939292,1.5604,False,124.8139227,130.639,99.908
mp-4681,NaNbO3,20,Na1 Nb1 O3,5.53000775,5.60546511,7.79067262,90.0,90.0,90.0,ortho,Pmc2_1,0.0,-8.099796757,-2.84241499,0.002407775,False,4.507759327,2.3684,True,241.4973383,92.741,54.97
mp-4748,NaNbO3,20,Na1 Nb1 O3,5.581053515,5.581053515,7.944256,90.0,90.0,90.60105371,ortho,Cmcm,0.0003101,-8.075503793,-2.818122026,0.026700739,False,4.399581445,1.681,False,247.4353283,124.843,-58.617
mp-865120,NaPaO3,5,Na1 Pa1 O3,4.32748724,4.32748724,4.32748724,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.586671646,-3.440691451,0.0,True,6.188465125,2.952,False,81.04148454,132.432,57.938
mp-976968,NaPdO3,5,Na1 Pd1 O3,3.991149,3.991149,3.991149,90.0,90.0,90.0,cubic,Pm-3m,1.8314709,-5.041261758,-0.768164637,0.264553472,False,4.633705176,0.0,False,63.57609139,104.533,38.431
mp-976923,NaReO3,5,Na1 Re1 O3,3.887614,3.887614,3.887614,90.0,90.0,90.0,cubic,Pm-3m,0.0003663,-7.799296918,-2.072553318,0.041938696,False,7.268790548,0.0,False,58.75561985,211.053,96.474
mp-22212,NaSbO3,20,Na1 Sb1 O3,5.476474,5.535948,7.796969,90.0,90.0,90.0,ortho,Pnma,0.0005322,-6.027857919,-1.964936912,0.091895615,False,5.416017516,1.274,True,236.384415,128.735,94.186
mp-4170,NaTaO3,5,Na1 Ta1 O3,3.947854064,3.94785413,3.947865,90.0,90.0,90.004412,cubic,Pm-3m,0.0,-8.645744434,-3.035238167,0.027754129,False,6.799149457,2.2603,False,61.52965494,201.078,111.744
mp-4675,NaTaO3,10,Na1 Ta1 O3,3.95914,5.477129,5.477129,90.0,90.0,90.0,tet,P4/mbm,0.0,-8.66415967,-3.053653403,0.009338894,False,7.044696124,2.2798,False,118.7700116,139.77,110.721
mp-4699,NaTaO3,20,Na1 Ta1 O3,5.491890318,5.491889829,7.82031063,90.0,90.0,90.6064677,ortho,Cmcm,0.0,-8.670169006,-3.059662738,0.003329558,False,7.095054122,2.3891,False,235.8540543,127.767,47.441
mp-977176,NaTcO3,5,Na1 Tc1 O3,3.81537391,3.81537391,3.81537391,90.0,90.0,90.0,cubic,Pm-3m,7e-07,-7.281313588,-1.97206504,0.0,True,5.052351619,0.0,False,55.54069589,190.453,92.535
mp-977117,NaTeO3,5,Na1 Te1 O3,4.066369,4.066369,4.066369,90.0,90.0,90.0,cubic,Pm-3m,0.000253,-5.449349088,-1.583567151,0.132665316,False,4.904352468,0.0,False,67.23886248,137.484,78.761
mp-977123,NaTiO3,5,Na1 Ti1 O3,3.902333,3.902333,3.902333,90.0,90.0,90.0,cubic,Pm-3m,0.9900512,-7.456027912,-2.63980875,0.089884528,False,3.321188015,0.0,False,59.42551848,138.443,68.649
mp-5788,NaUO3,20,Na1 U1 O3,5.74520583,5.90574039,8.26116171,90.0,90.0,90.0,ortho,Pnma,4.0,-8.782765256,-3.287362496,0.0,True,7.322682821,0.431,True,280.2986899,83.733,53.954
mp-3795,NaZnF3,20,Na1 Zn1 F3,5.35051557,5.5832596,7.70171572,90.0,90.0,90.0,ortho,Pnma,0.0,-7.12558551,-2.75643615,0.0,True,4.197440733,3.7676,True,230.0757984,68.824,30.263
mp-2349989,NbAgO3,10,Nb1 Ag1 O3,6.849989524,6.849989524,3.11296407,90.0,90.0,110.2638352,ortho,Pmmm,0.0,-7.709486103,-2.151860956,0.066772893,False,6.029416908,0.9228,True,137.0271541,117.29,40.927
mp-606393,NbBr3O,20,Nb1 Br3 O1,11.87544428,11.87544428,3.93837323,90.0,90.0,90.0,tet,P-42_1m,0.0,-5.811467689,-1.819446558,3.52e-05,False,4.16909718,1.9659,False,555.4137196,6.824,4.154
mp-540924,NbTeI3,20,Nb1 Te1 I3,7.68762163,7.368421462,13.67789704,81.66890642,90.0,90.0,mono,P2/c,0.0,-4.333631543,-0.770301787,0.0,True,5.209114434,0.4578,False,766.6170222,5.474,0.547
mp-977408,NbTlO3,5,Nb1 Tl1 O3,4.108551,4.108551,4.108551,90.0,90.0,90.0,cubic,Pm-3m,0.000501,-7.82580354,-2.362471506,0.090674097,False,8.267313088,0.1116,True,69.35312693,176.002,93.616
mp-571330,Nd3AlC,5,Nd3 Al1 C1,5.100122,5.100122,5.100122,90.0,90.0,90.0,cubic,Pm-3m,1.11e-05,-5.641865188,-0.186128464,0.026321534,False,5.904594406,0.0,False,132.6605199,63.965,43.503
mp-636273,Nd3GaN,5,Nd3 Ga1 N1,5.505059,5.505059,5.505059,90.0,90.0,90.0,cubic,Pm-3m,0.0006871,-20.9716487,0.79346201,1.733940115,False,5.140391999,0.0,False,166.8345267,38.83,10.717
mp-10120,NdBPd3,5,Nd1 B1 Pd3,4.383158,4.383158,4.383158,90.0,90.0,90.0,cubic,Pm-3m,0.0001234,-5.955176358,-0.557739431,0.111334662,False,9.353039049,0.0,False,84.20955608,134.869,-7.802
mp-3591,NdBRh3,5,Nd1 B1 Rh3,4.23316728,4.2331642,4.23312733,90.0,90.0,90.0,cubic,Pm-3m,0.727495,-7.404379794,-0.696287231,0.0,True,10.15218221,0.0,False,75.85633872,174.728,74.997
mp-974740,NdBiO3,5,Nd1 Bi1 O3,4.435676,4.435676,4.435676,90.0,90.0,90.0,cubic,Pm-3m,3.62e-05,-6.5858118,-1.885398848,0.82623843,False,7.634012602,0.0,False,87.27290814,116.027,22.598
mp-14625,NdCoGe3,5,Nd1 Co1 Ge3,5.771051856,5.771051856,5.771051856,136.3454173,136.3454173,63.44676443,tet,I4mm,3.7e-06,-5.716365034,-0.562235491,0.0,True,7.734612565,0.0,False,90.40466037,92.959,53.156
mp-13008,NdCrGe3,10,Nd1 Cr1 Ge3,6.165282144,6.165282144,5.750085,90.0,90.0,120.0000015,hex_,P6_3/mmc,2.8131339,-17.62464431,-0.403187484,0.035463481,False,7.266653481,0.0,False,189.2826475,297443210067.629,178503387036.726
mp-3196,NdGaO3,20,Nd1 Ga1 O3,5.471236,5.615867,7.801683,90.0,90.0,90.0,ortho,Pnma,6e-06,-7.581744754,-3.05371946,0.033597413,False,7.258699431,3.4525,False,239.7124343,161.789,76.582
mp-975347,NdGeO3,5,Nd1 Ge1 O3,3.96845,3.96845,3.96845,90.0,90.0,90.0,cubic,Pm-3m,0.0001642,-7.338424784,-2.491413124,0.455508572,False,7.037782721,0.0,False,62.49751343,149.618,70.624
mp-975521,NdMgO3,5,Nd1 Mg1 O3,3.908802,3.908802,3.908802,90.0,90.0,90.0,cubic,Pm-3m,1.0000316,-7.081664142,-2.833164049,0.277954373,False,6.020972497,0.0,False,59.7215424,139.787,-14.438
